"No","Ch1","Ch2","Ch3","Ch4"
21566,0.238018587181506,0.14924923840792,0.405868296617387,0.206863877793187
21567,0.035808395803604,0.398329422668924,0.451239185918654,0.114622995608818
21568,0.30320710934771,0.474749584555007,0.117926623657991,0.104116682439292
21569,0.559329876887827,0.120861645500296,0.198861233309154,0.120947244302724
21570,0.136856057631505,0.316653316646022,0.502096319424541,0.0443943062979319
21571,0.0649334056168091,0.767905320560145,0.1055993045209,0.0615619693021459
21572,0.143456453182011,0.0680778812055569,0.656170151063128,0.132295514549303
21573,0.155694570966146,0.189123557123644,0.2711807143065,0.384001157603711
21574,0.160178827146515,0.368160271991245,0.383104714197441,0.088556186664799
21575,0.0332491007416499,0.0973523185430782,0.770074996136716,0.0993235845785555
21576,0.255939116071936,0.209580045142433,0.344173833696567,0.190307005089063
21577,0.241112946650308,0.118716441827451,0.598694375782657,0.0414762357395837
21578,0.391402861561194,0.312192746049612,0.173385731125016,0.123018661264178
21579,0.0904362265847035,0.214325915920079,0.263553834198687,0.431684023296531
21580,0.0926404559569265,0.552147409334112,0.217386522778201,0.137825611930761
21581,0.386916679996305,0.109369289041949,0.290733801618813,0.212980229342933
21582,0.0966389859557567,0.186350076570941,0.52927162642794,0.187739311045362
21583,0.14961977962424,0.222848057252215,0.337988530265353,0.289543632858191
21584,0.238360527412275,0.373471227203169,0.0867237155270201,0.301444529857536
21585,0.280628303623065,0.258251285372527,0.160871510443359,0.300248900561049
21586,0.151606996495098,0.503603289781854,0.2002702772442,0.144519436478849
21587,0.0373341390495191,0.572809055907857,0.221595426351972,0.168261378690652
21588,0.0475194452905738,0.0743048412004245,0.66752288676252,0.210652826746482
21589,0.147126407181235,0.070530480171135,0.60477800324699,0.17756510940064
21590,0.0361881763808092,0.148167884891168,0.603454279495356,0.212189659232667
21591,0.0498611312529409,0.277736723257761,0.405010108541606,0.267392036947693
21592,0.117768952402977,0.284437370260494,0.086453735368859,0.51133994196767
21593,0.468111065316514,0.197127984570974,0.15984101255417,0.174919937558341
21594,0.120609071518956,0.143317292584716,0.303597906228632,0.432475729667696
21595,0.313295033596176,0.1654819731597,0.084369517255775,0.436853475988349
21596,0.114409475621176,0.721149442619327,0.0791672986871691,0.085273783072328
21597,0.396328944296114,0.249626402383112,0.0854703630844544,0.268574290236319
21598,0.0797425454085435,0.393806695861422,0.355869987131406,0.170580771598629
21599,0.205829648444316,0.475803094963768,0.22940796115594,0.0889592954359758
21600,0.102595613735934,0.227522012825302,0.0917685379515554,0.578113835487208
21601,0.0631366184746636,0.184255689976384,0.218308779622059,0.534298911926894
21602,0.0354293765669362,0.498051655823713,0.350365567178815,0.116153400430535
21603,0.437297188124261,0.0585117516632055,0.165820852708168,0.338370207504366
