"No","Ch1","Ch2","Ch3","Ch4"
21566,0.250787257100062,0.157977388779684,0.396600468221548,0.194634885898706
21567,0.0359477533666499,0.422645067080678,0.440544662596802,0.10086251695587
21568,0.282403792423392,0.512152115313755,0.105795482074103,0.0996486101887493
21569,0.560597022536778,0.132198658919091,0.201478275799631,0.105726042744501
21570,0.133447263494491,0.319575246927978,0.515710333123788,0.0312671564537428
21571,0.0668167426705631,0.782515819934211,0.10480448513909,0.0458629522561366
21572,0.165602843943101,0.0491196071036377,0.66574781982026,0.119529729133002
21573,0.153165130340009,0.202700075664444,0.264204127607234,0.379930666388313
21574,0.16212497332747,0.374368977359778,0.37903670161755,0.0844693476952016
21575,0.0341138922954333,0.0803809944761538,0.816513579659082,0.0689915335693308
21576,0.279565799304684,0.227404142649829,0.314336861508234,0.178693196537253
21577,0.209891895590144,0.128633043292807,0.631116238777219,0.0303588223398298
21578,0.372695855870221,0.342263092574179,0.172460324670394,0.112580726885206
21579,0.100821592921112,0.227097818361219,0.224971912361781,0.447108676355888
21580,0.0654366755808325,0.562533965941288,0.230530948350135,0.141498410127745
21581,0.409559680693058,0.118614385361204,0.26299747490671,0.208828459039028
21582,0.0908236579333784,0.165401305087728,0.560640914623319,0.183134122355574
21583,0.147967869718049,0.227700967868626,0.339304679536526,0.285026482876799
21584,0.226516193386936,0.39470639668643,0.0764818886365671,0.302295521290066
21585,0.270921265032885,0.270873830472847,0.164612502888099,0.293592401606169
21586,0.155770269497444,0.481206781927929,0.230201706131513,0.132821242443114
21587,0.0349186752401269,0.580006639443455,0.239996938299376,0.145077747017043
21588,0.0438786125100407,0.0753016783591744,0.684394683708517,0.196425025422267
21589,0.137950463789927,0.0679726406555438,0.636592591027725,0.157484304526805
21590,0.0378251188356339,0.142832149335181,0.638766161422134,0.180576570407051
21591,0.0543905296379885,0.263486481592365,0.443122610571743,0.239000378197904
21592,0.123933956724374,0.284012379381877,0.094160304473032,0.497893359420716
21593,0.482989770387216,0.200562530610875,0.172192060692232,0.144255638309677
21594,0.122944026695839,0.145415937637642,0.295678503462033,0.435961532204485
21595,0.339041552087455,0.157539872563046,0.0713329945628002,0.432085580786699
21596,0.121091581525667,0.720197470141508,0.0827014879739117,0.0760094603589138
21597,0.398633286871672,0.257443078431413,0.0820579116753197,0.261865723021596
21598,0.0797314363471915,0.395082425942877,0.372210109908668,0.152976027801264
21599,0.21291118326952,0.476776778669782,0.233552769073491,0.0767592689872075
21600,0.104890827809721,0.210156446679647,0.106589589107999,0.578363136402633
21601,0.0608975027361201,0.185583015785684,0.230006723716106,0.52351275776209
21602,0.0375680187410318,0.498918321716329,0.374741628391935,0.0887720311507044
21603,0.436051608082799,0.0614046017742934,0.177610111504712,0.324933678638196
21604,0.0460371304111463,0.164798608169981,0.42254861707505,0.366615644343823
21605,0.128722158564076,0.0538217893144086,0.644721171659843,0.172734880461672
21606,0.222700221532979,0.0365072318752448,0.42612387223833,0.314668674353446
21607,0.465633005527037,0.0847160570744946,0.0574710114205558,0.392179925977913
21608,0.185233151071479,0.51309829466726,0.0272533214314888,0.274415232829773
21609,0.0598788174509213,0.0560788824469356,0.503760066583764,0.380282233518379
21610,0.252498665403166,0.393879077810201,0.0304047791427575,0.323217477643875
21611,0.0452960423980754,0.0423022308814955,0.540027309968087,0.372374416752342
21612,0.593142213806809,0.101668882912175,0.215456605346456,0.0897322979345601
21613,0.0363744540769877,0.205692902264661,0.346325057419107,0.411607586239245
21614,0.0885497712561093,0.474576629686639,0.22880307551499,0.208070523542261
21615,0.281641411572733,0.33794640642723,0.0329228986274276,0.347489283372609
21616,0.208974944449208,0.03199767975356,0.619752151760198,0.139275224037034
21617,0.21110882912243,0.351237810545646,0.191057288856459,0.246596071475465
21618,0.230699263933353,0.0924675362933594,0.216577099034686,0.460256100738601
21619,0.137700488958836,0.164751630352493,0.0847757881631845,0.612772092525486
21620,0.0648046975046048,0.775576555626062,0.0461860433474639,0.113432703521869
21621,0.187366829932625,0.287752681940149,0.165414626785402,0.359465861341824
21622,0.0934628222201402,0.244786024455521,0.146269165835634,0.515481987488705
21623,0.356284509089659,0.431408577424309,0.124150933131267,0.0881559803547651
21624,0.500061190529738,0.32546062546147,0.102888273746374,0.0715899102624179
21625,0.104237425315621,0.186003709244616,0.563060104803744,0.146698760636018
21626,0.496924207941664,0.217860395889428,0.19651393013006,0.088701466038848
21627,0.139011066185722,0.31326385892323,0.404985046412026,0.142740028479022
21628,0.133627265805722,0.61930497323739,0.211558649258461,0.035509111698427
21629,0.540719058442165,0.237742918836953,0.112721774882284,0.108816247838598
21630,0.213749870032939,0.309913980883135,0.20998731801927,0.266348831064656
21631,0.20903638307021,0.122143758131342,0.636963873395032,0.0318559854034161
21632,0.0985329993584213,0.330295458362663,0.449125293304549,0.122046248974366
21633,0.192297261834569,0.42982196371858,0.20697861934149,0.170902155105361
21634,0.138493504625924,0.727336076550566,0.104931668639292,0.0292387501842177
21635,0.0479601766861175,0.722742762559949,0.205064699016238,0.0242323617376956
21636,0.521952418504275,0.254558433993608,0.130043363206789,0.0934457842953286
21637,0.380883299494909,0.473628066105228,0.0917486466584409,0.0537399877414221
21638,0.121194108254249,0.620615415564234,0.22442306379387,0.0337674123876471
21639,0.16695334498773,0.680614365776893,0.100528601130628,0.0519036881047479
21640,0.40885569397248,0.429743684355928,0.1161065719139,0.0452940497576922
21641,0.275456977149174,0.248388081048307,0.43333317770977,0.0428217640927484
21642,0.488498469392725,0.22047567747987,0.143429017239885,0.147596835887519
21643,0.0496339693678372,0.226611382803668,0.563782219266082,0.159972428562413
21644,0.28316813784722,0.240792418478709,0.168495042895619,0.307544400778451
21645,0.067209484441578,0.659877194148567,0.149524113194276,0.123389208215579
