"No","Ch1","Ch2","Ch3","Ch4"
21566,0.22473207116127,0.15405447781086,0.466013371944427,0.155200123786926
21567,0.0292363911867142,0.34542852640152,0.535543739795685,0.0897912979125977
21568,0.384123742580414,0.356991648674011,0.183339297771454,0.0755453482270241
21569,0.591109395027161,0.104609742760658,0.211147993803024,0.0931328609585762
21570,0.163548544049263,0.296002388000488,0.509167790412903,0.031281266361475
21571,0.0470583848655224,0.831516027450562,0.0792128443717957,0.0422127060592175
21572,0.0828522592782974,0.139404341578484,0.701217174530029,0.0765262246131897
21573,0.180426627397537,0.161681354045868,0.346115529537201,0.311776548624039
21574,0.157092168927193,0.378812462091446,0.397831290960312,0.0662640482187271
21575,0.0225982256233692,0.174957424402237,0.712741851806641,0.0897024869918823
21576,0.188176721334457,0.154653206467628,0.475334584712982,0.181835502386093
21577,0.344338685274124,0.101728267967701,0.54136449098587,0.01256856136024
21578,0.452607333660126,0.247689917683601,0.197269514203072,0.102433264255524
21579,0.0604747869074345,0.212975397706032,0.438847273588181,0.28770250082016
21580,0.21152175962925,0.55222499370575,0.164911180734634,0.0713420957326889
21581,0.294892638921738,0.102398082613945,0.466671764850616,0.136037528514862
21582,0.109301425516605,0.273652195930481,0.503938794136047,0.113107599318027
21583,0.155537068843842,0.252822607755661,0.388296902179718,0.203343376517296
21584,0.297852516174316,0.358296662569046,0.131921470165253,0.211929321289062
21585,0.338206887245178,0.225506767630577,0.151935994625092,0.284350335597992
21586,0.101613767445087,0.668140351772308,0.115970581769943,0.114275276660919
21587,0.0357783511281013,0.623160421848297,0.168710887432098,0.172350376844406
21588,0.0640038251876831,0.0705234855413437,0.720688879489899,0.144783824682236
21589,0.149957224726677,0.0844141468405724,0.587306022644043,0.178322583436966
21590,0.0286239925771952,0.175613537430763,0.572008073329926,0.223754420876503
21591,0.0309900790452957,0.371190279722214,0.311661124229431,0.286158531904221
21592,0.0941557809710503,0.324058681726456,0.0606618337333202,0.521123647689819
21593,0.475419461727142,0.175410360097885,0.133126273751259,0.216043904423714
21594,0.107387475669384,0.142580702900887,0.385917544364929,0.364114284515381
21595,0.257762581110001,0.189046993851662,0.134139090776443,0.419051378965378
21596,0.0686236768960953,0.823404431343079,0.0661194622516632,0.0418524593114853
21597,0.45376056432724,0.22706338763237,0.0890379175543785,0.230138182640076
21598,0.0660627782344818,0.427966743707657,0.33000835776329,0.175962150096893
21599,0.169006124138832,0.546545505523682,0.211951211094856,0.072497196495533
21600,0.0999906584620476,0.318989932537079,0.0414252579212189,0.539594173431396
21601,0.0739095360040665,0.195319980382919,0.209643587470055,0.521126866340637
